latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
31.31817,73.69704,367,0.61,0.71,2025-11-02,911,N,VIIRS,h,2.0NRT,302.73,20.14,D
31.32437,74.52989,332.05,0.68,0.74,2025-11-02,911,N,VIIRS,n,2.0NRT,296.97,3.28,D
31.33036,74.90609,337.99,0.72,0.75,2025-11-02,911,N,VIIRS,n,2.0NRT,296.78,5.25,D
31.35232,73.80692,337.32,0.62,0.71,2025-11-02,911,N,VIIRS,n,2.0NRT,300.01,5.22,D
31.44958,73.63995,339.54,0.61,0.71,2025-11-02,911,N,VIIRS,n,2.0NRT,299.24,5.23,D
31.45235,73.64069,337.92,0.61,0.71,2025-11-02,911,N,VIIRS,n,2.0NRT,298.95,4.03,D
31.47845,73.86124,329.96,0.63,0.72,2025-11-02,911,N,VIIRS,n,2.0NRT,297.73,4.39,D
31.48843,75.52569,342.04,0.78,0.78,2025-11-02,911,N,VIIRS,n,2.0NRT,297.38,9.43,D
31.51259,73.71014,367,0.61,0.71,2025-11-02,911,N,VIIRS,h,2.0NRT,300.7,11.6,D
31.53553,75.10552,333.91,0.74,0.76,2025-11-02,911,N,VIIRS,n,2.0NRT,298.39,5.19,D
31.56266,73.78194,336.74,0.62,0.71,2025-11-02,911,N,VIIRS,n,2.0NRT,297.55,5.6,D
31.56296,73.78875,338,0.62,0.71,2025-11-02,911,N,VIIRS,n,2.0NRT,297.81,5.6,D
31.56521,73.78236,337.26,0.62,0.71,2025-11-02,911,N,VIIRS,n,2.0NRT,297.55,4.54,D
31.64015,73.65031,330.13,0.61,0.71,2025-11-02,911,N,VIIRS,n,2.0NRT,298.4,5.96,D
31.6687,73.60081,336.66,0.61,0.71,2025-11-02,911,N,VIIRS,n,2.0NRT,299.55,4.07,D
31.72823,73.43974,340.67,0.59,0.7,2025-11-02,911,N,VIIRS,n,2.0NRT,298.4,7.12,D
31.80432,74.8331,340.25,0.71,0.75,2025-11-02,911,N,VIIRS,n,2.0NRT,298.66,4.94,D
31.81005,73.2523,335.78,0.58,0.7,2025-11-02,911,N,VIIRS,n,2.0NRT,298.76,4.91,D
31.82032,73.48457,331.27,0.6,0.7,2025-11-02,911,N,VIIRS,n,2.0NRT,298.53,2.41,D
31.8255,73.45155,337.03,0.6,0.7,2025-11-02,911,N,VIIRS,n,2.0NRT,299.6,5.29,D
31.8271,73.64371,339.86,0.61,0.71,2025-11-02,911,N,VIIRS,n,2.0NRT,297.07,4.14,D
31.83211,73.45122,331.43,0.6,0.7,2025-11-02,911,N,VIIRS,n,2.0NRT,298.43,5.29,D
31.83377,73.64338,333.28,0.61,0.71,2025-11-02,911,N,VIIRS,n,2.0NRT,296.05,3.46,D
31.84388,73.72402,343.79,0.62,0.71,2025-11-02,911,N,VIIRS,n,2.0NRT,298.88,7.63,D
31.85058,73.7237,346.68,0.62,0.71,2025-11-02,911,N,VIIRS,n,2.0NRT,297.34,9.8,D
31.86028,73.21628,350.62,0.58,0.7,2025-11-02,911,N,VIIRS,n,2.0NRT,300.12,10.01,D
31.86054,73.2226,348.52,0.58,0.7,2025-11-02,911,N,VIIRS,n,2.0NRT,299.7,12.71,D
31.8608,73.21797,367,0.58,0.69,2025-11-02,911,N,VIIRS,h,2.0NRT,300.78,16.73,D
31.88473,74.05595,337.06,0.65,0.73,2025-11-02,911,N,VIIRS,n,2.0NRT,297.42,7,D
31.89933,73.686,341.45,0.61,0.71,2025-11-02,911,N,VIIRS,n,2.0NRT,298.95,10.11,D
31.90263,73.68734,367,0.61,0.71,2025-11-02,911,N,VIIRS,h,2.0NRT,303.67,36.65,D
31.90575,73.6789,335.52,0.61,0.71,2025-11-02,911,N,VIIRS,n,2.0NRT,298.71,10.11,D
31.90602,73.68568,367,0.61,0.71,2025-11-02,911,N,VIIRS,h,2.0NRT,301.19,10.11,D
31.90902,73.68026,341.29,0.61,0.71,2025-11-02,911,N,VIIRS,n,2.0NRT,298.94,15.2,D
31.95044,73.37533,352.63,0.59,0.7,2025-11-02,911,N,VIIRS,n,2.0NRT,299.33,8.52,D
31.95184,73.24636,333.91,0.58,0.7,2025-11-02,911,N,VIIRS,n,2.0NRT,298.4,6.79,D
31.9531,73.24301,337.01,0.58,0.7,2025-11-02,911,N,VIIRS,n,2.0NRT,298.37,6.73,D
31.95495,74.87347,336.28,0.72,0.76,2025-11-02,911,N,VIIRS,n,2.0NRT,297.29,7.81,D
31.95826,74.8739,332.45,0.72,0.76,2025-11-02,911,N,VIIRS,n,2.0NRT,296.78,9.6,D
31.96178,73.32931,341.12,0.59,0.7,2025-11-02,911,N,VIIRS,n,2.0NRT,298.56,6.39,D
31.96382,73.33225,353.13,0.59,0.7,2025-11-02,911,N,VIIRS,n,2.0NRT,298.84,10.21,D
31.9665,73.28396,335.17,0.58,0.7,2025-11-02,911,N,VIIRS,n,2.0NRT,298.96,8.87,D
31.96828,73.28697,367,0.58,0.7,2025-11-02,911,N,VIIRS,h,2.0NRT,300.52,10.48,D
31.99336,74.96049,346.63,0.73,0.76,2025-11-02,911,N,VIIRS,n,2.0NRT,298.56,11.04,D
28.11332,77.59379,300.25,0.41,0.61,2025-11-02,1953,N,VIIRS,n,2.0NRT,289.42,0.29,N
28.27622,77.272,299.64,0.43,0.62,2025-11-02,1953,N,VIIRS,n,2.0NRT,289.26,0.57,N
30.08827,77.08369,324.08,0.46,0.64,2025-11-02,1953,N,VIIRS,n,2.0NRT,290.04,2.42,N
30.0846,77.08117,302.45,0.51,0.66,2025-11-02,2131,N,VIIRS,n,2.0NRT,289.37,0.97,N
30.09053,77.08329,317.48,0.51,0.66,2025-11-02,2131,N,VIIRS,n,2.0NRT,289.53,0.97,N
30.09055,77.0848,305.4,0.51,0.66,2025-11-02,2131,N,VIIRS,n,2.0NRT,288.98,1.4,N
30.82573,73.18849,299.35,0.59,0.53,2025-11-02,2131,N,VIIRS,n,2.0NRT,288.58,0.97,N
31.26103,76.92648,297.93,0.47,0.64,2025-11-02,2131,N,VIIRS,n,2.0NRT,287.15,0.75,N
31.64353,74.15376,301.36,0.32,0.55,2025-11-02,2131,N,VIIRS,n,2.0NRT,288.84,0.39,N
29.17517,75.80358,339.54,0.6,0.7,2025-11-03,709,N,VIIRS,n,2.0NRT,300.54,8.37,D
29.50917,74.43385,338.29,0.7,0.75,2025-11-03,709,N,VIIRS,n,2.0NRT,301.61,6.26,D
29.53616,74.50248,336.71,0.69,0.74,2025-11-03,709,N,VIIRS,n,2.0NRT,302.98,8.76,D
29.54165,74.4977,333.03,0.69,0.74,2025-11-03,709,N,VIIRS,n,2.0NRT,301.71,7.75,D
29.54284,74.50011,346.54,0.69,0.74,2025-11-03,709,N,VIIRS,n,2.0NRT,301.46,8.76,D
29.54362,74.50478,345.4,0.69,0.74,2025-11-03,709,N,VIIRS,n,2.0NRT,302.47,11.79,D
29.55957,74.27224,330.27,0.71,0.75,2025-11-03,709,N,VIIRS,l,2.0NRT,301.61,8.39,D
29.56195,74.35942,331.04,0.7,0.75,2025-11-03,709,N,VIIRS,n,2.0NRT,301.77,2.95,D
29.77457,76.08147,350.16,0.56,0.69,2025-11-03,709,N,VIIRS,n,2.0NRT,301.65,10.58,D
29.87914,75.55312,336.83,0.59,0.7,2025-11-03,709,N,VIIRS,n,2.0NRT,300.03,4.04,D
29.87925,74.90842,335.52,0.64,0.72,2025-11-03,709,N,VIIRS,n,2.0NRT,301.36,3.75,D
29.88293,74.90884,367,0.64,0.72,2025-11-03,709,N,VIIRS,h,2.0NRT,302.21,12.66,D
29.88575,74.90608,342.69,0.64,0.72,2025-11-03,709,N,VIIRS,n,2.0NRT,299.55,5.66,D
29.94978,74.61428,333.95,0.67,0.73,2025-11-03,709,N,VIIRS,n,2.0NRT,301.66,6.16,D
30.07592,74.53992,332.11,0.67,0.73,2025-11-03,709,N,VIIRS,n,2.0NRT,301.93,3.89,D
30.07614,74.53732,335.21,0.67,0.73,2025-11-03,709,N,VIIRS,n,2.0NRT,301.85,4.43,D
30.12815,75.95567,336.71,0.55,0.68,2025-11-03,709,N,VIIRS,n,2.0NRT,302.57,3.55,D
30.14151,75.05564,333.33,0.62,0.72,2025-11-03,709,N,VIIRS,n,2.0NRT,301.32,2.68,D
30.15522,74.90157,334.12,0.63,0.72,2025-11-03,709,N,VIIRS,n,2.0NRT,302.11,4.06,D
30.15738,74.89787,331.66,0.63,0.72,2025-11-03,709,N,VIIRS,n,2.0NRT,300.92,2.97,D
30.1907,76.18501,332.91,0.54,0.68,2025-11-03,709,N,VIIRS,n,2.0NRT,302.74,3.3,D
30.36291,74.488,341.59,0.66,0.73,2025-11-03,709,N,VIIRS,n,2.0NRT,301.26,5.93,D
30.45604,76.76726,344.55,0.49,0.65,2025-11-03,709,N,VIIRS,n,2.0NRT,302.29,5.23,D
30.45776,76.76835,335.53,0.49,0.65,2025-11-03,709,N,VIIRS,n,2.0NRT,301.04,4.76,D
30.97284,75.18905,350.11,0.58,0.7,2025-11-03,709,N,VIIRS,n,2.0NRT,299.81,7.55,D
31.14069,74.6003,336,0.62,0.72,2025-11-03,709,N,VIIRS,n,2.0NRT,300.64,4.34,D
31.36942,77.96663,325.65,0.4,0.6,2025-11-03,709,N,VIIRS,n,2.0NRT,294.31,3.36,D
31.43462,73.79609,367,0.68,0.74,2025-11-03,709,N,VIIRS,h,2.0NRT,300.06,17.03,D
31.43467,73.79781,367,0.68,0.74,2025-11-03,709,N,VIIRS,h,2.0NRT,301.05,14.03,D
31.61886,75.54764,330.53,0.54,0.68,2025-11-03,709,N,VIIRS,n,2.0NRT,300.42,2.83,D
31.89462,73.67583,341.62,0.67,0.73,2025-11-03,709,N,VIIRS,n,2.0NRT,298.14,11.54,D
31.96165,74.6394,332.79,0.59,0.7,2025-11-03,709,N,VIIRS,n,2.0NRT,298.44,4.45,D
31.9637,73.27927,338.91,0.7,0.75,2025-11-03,709,N,VIIRS,n,2.0NRT,298.41,8.27,D
31.96514,73.28059,347.3,0.7,0.75,2025-11-03,709,N,VIIRS,n,2.0NRT,298.73,11.45,D
31.96586,73.28658,338.51,0.7,0.75,2025-11-03,709,N,VIIRS,n,2.0NRT,298.52,8.27,D
28.34346,73.08318,336.65,0.54,0.51,2025-11-03,849,N,VIIRS,n,2.0NRT,307.2,3.86,D
28.79075,76.72926,340.39,0.46,0.63,2025-11-03,849,N,VIIRS,n,2.0NRT,301.36,2.36,D
28.79354,76.72845,334.36,0.46,0.63,2025-11-03,849,N,VIIRS,n,2.0NRT,300.92,2.42,D
29.06964,76.11746,341.93,0.42,0.61,2025-11-03,849,N,VIIRS,n,2.0NRT,302.37,3.45,D
29.20468,73.49474,341.05,0.59,0.53,2025-11-03,849,N,VIIRS,n,2.0NRT,304.88,6.01,D
29.20521,73.50089,332.75,0.59,0.53,2025-11-03,849,N,VIIRS,n,2.0NRT,303.9,6.94,D
29.21528,73.1767,343.52,0.56,0.52,2025-11-03,849,N,VIIRS,n,2.0NRT,303.76,5.77,D
29.23945,75.36899,349.67,0.38,0.59,2025-11-03,849,N,VIIRS,n,2.0NRT,302.11,4.03,D
29.26302,74.30859,333.2,0.33,0.55,2025-11-03,849,N,VIIRS,n,2.0NRT,302.89,1.49,D
29.28649,74.1537,367,0.32,0.55,2025-11-03,849,N,VIIRS,h,2.0NRT,306.47,5.57,D
29.28677,74.15707,341.55,0.32,0.55,2025-11-03,849,N,VIIRS,n,2.0NRT,305.82,7.44,D
29.29031,76.00674,332.79,0.42,0.61,2025-11-03,849,N,VIIRS,n,2.0NRT,302.03,1.74,D
29.38483,74.44404,336.24,0.34,0.56,2025-11-03,849,N,VIIRS,n,2.0NRT,302.7,1.38,D
29.39044,73.95052,341.8,0.63,0.54,2025-11-03,849,N,VIIRS,n,2.0NRT,305.72,8.78,D
29.39491,73.94337,341.76,0.63,0.54,2025-11-03,849,N,VIIRS,n,2.0NRT,304.25,6.1,D
29.41093,74.01043,337.08,0.32,0.54,2025-11-03,849,N,VIIRS,n,2.0NRT,305.03,2.71,D
29.41201,74.39128,333.13,0.34,0.56,2025-11-03,849,N,VIIRS,l,2.0NRT,303.31,1.58,D
29.41572,74.00658,367,0.32,0.54,2025-11-03,849,N,VIIRS,h,2.0NRT,302.52,5.56,D
29.41601,74.00991,353.64,0.32,0.54,2025-11-03,849,N,VIIRS,n,2.0NRT,303.69,5.56,D
29.44003,74.01563,332.54,0.32,0.55,2025-11-03,849,N,VIIRS,n,2.0NRT,304.54,3.26,D
29.4403,74.01899,351.12,0.32,0.55,2025-11-03,849,N,VIIRS,n,2.0NRT,306.01,3.26,D
29.44068,74.08689,347.28,0.32,0.55,2025-11-03,849,N,VIIRS,n,2.0NRT,304.82,3.9,D
29.44096,74.09027,334.13,0.32,0.55,2025-11-03,849,N,VIIRS,n,2.0NRT,303.32,4.12,D
29.46302,74.10854,333.76,0.32,0.55,2025-11-03,849,N,VIIRS,n,2.0NRT,302.61,2.9,D
29.46474,75.74002,332.29,0.41,0.6,2025-11-03,849,N,VIIRS,n,2.0NRT,301.3,1.93,D
29.47772,74.16203,342.92,0.33,0.55,2025-11-03,849,N,VIIRS,n,2.0NRT,303.82,2.35,D
29.47836,73.98455,367,0.32,0.54,2025-11-03,849,N,VIIRS,h,2.0NRT,313.15,17.32,D
29.49123,74.52579,341.56,0.34,0.56,2025-11-03,849,N,VIIRS,n,2.0NRT,301.94,3.34,D
29.49535,74.25062,351.37,0.33,0.55,2025-11-03,849,N,VIIRS,n,2.0NRT,305.68,5.21,D
29.50466,74.49544,346.5,0.34,0.56,2025-11-03,849,N,VIIRS,n,2.0NRT,304.27,2.7,D
29.51799,75.4643,335.64,0.39,0.59,2025-11-03,849,N,VIIRS,n,2.0NRT,302.89,4.32,D
29.5183,75.46845,343.61,0.39,0.59,2025-11-03,849,N,VIIRS,n,2.0NRT,303.69,5.91,D
29.51881,74.60721,367,0.35,0.56,2025-11-03,849,N,VIIRS,h,2.0NRT,308.35,7.65,D
29.52408,74.6067,367,0.35,0.56,2025-11-03,849,N,VIIRS,h,2.0NRT,304.36,7.65,D
29.54308,74.57912,339.91,0.35,0.56,2025-11-03,849,N,VIIRS,n,2.0NRT,304.97,2.74,D
29.54356,74.24466,339.22,0.33,0.55,2025-11-03,849,N,VIIRS,n,2.0NRT,303.28,6.12,D
29.54686,74.24539,367,0.33,0.55,2025-11-03,849,N,VIIRS,h,2.0NRT,304.69,6.13,D
29.6004,74.36977,331.4,0.34,0.56,2025-11-03,849,N,VIIRS,n,2.0NRT,302.2,1.2,D
29.61779,76.38329,343.39,0.45,0.63,2025-11-03,849,N,VIIRS,n,2.0NRT,301.06,4.87,D
29.6193,76.38277,342.83,0.44,0.63,2025-11-03,849,N,VIIRS,n,2.0NRT,301.1,4.93,D
29.71763,74.94398,344.51,0.37,0.58,2025-11-03,849,N,VIIRS,n,2.0NRT,302.48,2.25,D
29.76902,75.70931,332.41,0.41,0.6,2025-11-03,849,N,VIIRS,n,2.0NRT,301.86,2.21,D
29.79904,75.86254,339.06,0.42,0.61,2025-11-03,849,N,VIIRS,n,2.0NRT,303.91,2.47,D
29.80023,75.8802,344.22,0.42,0.61,2025-11-03,849,N,VIIRS,n,2.0NRT,303.17,3.49,D
29.81868,75.57375,342.4,0.4,0.6,2025-11-03,849,N,VIIRS,n,2.0NRT,301.75,4.01,D
29.8438,75.15362,336.29,0.38,0.59,2025-11-03,849,N,VIIRS,n,2.0NRT,302.14,3.01,D
29.84542,75.25864,344.46,0.38,0.59,2025-11-03,849,N,VIIRS,n,2.0NRT,303.36,3.93,D
29.84578,75.25882,346.68,0.38,0.59,2025-11-03,849,N,VIIRS,n,2.0NRT,303.49,3.49,D
29.8569,75.33558,330.37,0.39,0.59,2025-11-03,849,N,VIIRS,n,2.0NRT,301,1.14,D
29.86594,75.15561,339.05,0.38,0.59,2025-11-03,849,N,VIIRS,n,2.0NRT,304.12,3.06,D
29.86978,76.05466,340.63,0.43,0.62,2025-11-03,849,N,VIIRS,n,2.0NRT,303.23,7.34,D
29.87009,76.05921,367,0.43,0.62,2025-11-03,849,N,VIIRS,h,2.0NRT,305.73,12.68,D
29.87427,76.03604,367,0.43,0.62,2025-11-03,849,N,VIIRS,h,2.0NRT,304.43,5.9,D
29.87801,75.40032,338.98,0.39,0.59,2025-11-03,849,N,VIIRS,n,2.0NRT,301.85,3.94,D
29.92727,74.57246,350.16,0.35,0.57,2025-11-03,849,N,VIIRS,n,2.0NRT,304.01,5.45,D
29.92965,75.12559,353.65,0.38,0.58,2025-11-03,849,N,VIIRS,n,2.0NRT,302.9,9.49,D
29.93024,75.12473,367,0.38,0.58,2025-11-03,849,N,VIIRS,h,2.0NRT,303.37,8.08,D
29.9319,75.01389,344.7,0.37,0.58,2025-11-03,849,N,VIIRS,n,2.0NRT,305.01,3.59,D
29.9332,75.01283,343.58,0.37,0.58,2025-11-03,849,N,VIIRS,n,2.0NRT,304.14,2.94,D
29.94283,76.27296,350.29,0.44,0.62,2025-11-03,849,N,VIIRS,n,2.0NRT,302.08,4.72,D
29.96479,74.5095,337.37,0.35,0.56,2025-11-03,849,N,VIIRS,n,2.0NRT,303.46,2.54,D
29.96953,73.11124,340.97,0.57,0.52,2025-11-03,849,N,VIIRS,n,2.0NRT,304.87,7.06,D
29.97075,73.10753,336.67,0.57,0.52,2025-11-03,849,N,VIIRS,n,2.0NRT,303.97,3.66,D
29.97914,73.04016,332.36,0.57,0.52,2025-11-03,849,N,VIIRS,l,2.0NRT,302.49,3.4,D
29.98266,73.03716,335.59,0.57,0.52,2025-11-03,849,N,VIIRS,n,2.0NRT,302.86,2.96,D
29.98627,73.07899,341.76,0.57,0.52,2025-11-03,849,N,VIIRS,n,2.0NRT,306.35,11.11,D
29.98728,73.0754,341.4,0.57,0.52,2025-11-03,849,N,VIIRS,n,2.0NRT,304.98,16.06,D
29.98808,75.55473,336.79,0.4,0.6,2025-11-03,849,N,VIIRS,n,2.0NRT,300.96,5.05,D
30.01328,73.22264,334.37,0.58,0.52,2025-11-03,849,N,VIIRS,n,2.0NRT,304.81,2.85,D
30.01909,74.39385,342.39,0.34,0.56,2025-11-03,849,N,VIIRS,n,2.0NRT,303.5,4.46,D
30.03062,75.92883,343.17,0.42,0.61,2025-11-03,849,N,VIIRS,n,2.0NRT,300.84,6.92,D
30.04757,75.75793,367,0.41,0.61,2025-11-03,849,N,VIIRS,h,2.0NRT,305.3,11.03,D
30.07241,74.80823,348.28,0.36,0.57,2025-11-03,849,N,VIIRS,n,2.0NRT,302.09,4.67,D
30.07903,75.87977,337.52,0.42,0.61,2025-11-03,849,N,VIIRS,n,2.0NRT,303.94,3.76,D
30.08344,75.94247,337.85,0.42,0.61,2025-11-03,849,N,VIIRS,n,2.0NRT,302.37,2.3,D
30.08577,75.44483,344.53,0.4,0.6,2025-11-03,849,N,VIIRS,n,2.0NRT,301.91,4.76,D
30.08606,75.44902,346.95,0.4,0.6,2025-11-03,849,N,VIIRS,n,2.0NRT,301.52,4.76,D
30.09841,75.99123,342.39,0.43,0.62,2025-11-03,849,N,VIIRS,n,2.0NRT,303.6,3.68,D
30.12588,75.95373,343.95,0.42,0.61,2025-11-03,849,N,VIIRS,n,2.0NRT,302.95,5.46,D
30.12618,75.95826,339.51,0.42,0.61,2025-11-03,849,N,VIIRS,n,2.0NRT,302.01,6.68,D
30.13163,75.95325,345.02,0.42,0.61,2025-11-03,849,N,VIIRS,n,2.0NRT,303.61,4.38,D
30.14414,75.71542,348.01,0.41,0.61,2025-11-03,849,N,VIIRS,n,2.0NRT,302.43,5.37,D
30.15417,73.93037,355.67,0.32,0.55,2025-11-03,849,N,VIIRS,n,2.0NRT,309.22,3.28,D
30.15746,73.93065,346.58,0.32,0.55,2025-11-03,849,N,VIIRS,n,2.0NRT,304.87,3.75,D
30.16595,73.36192,330.1,0.59,0.53,2025-11-03,849,N,VIIRS,n,2.0NRT,302.47,3.21,D
30.16996,75.92283,339.92,0.42,0.61,2025-11-03,849,N,VIIRS,n,2.0NRT,303.93,2.59,D
30.18608,75.46083,347.25,0.4,0.6,2025-11-03,849,N,VIIRS,n,2.0NRT,302.5,4.26,D
30.18637,75.46507,336.52,0.4,0.6,2025-11-03,849,N,VIIRS,n,2.0NRT,300.97,4.26,D
30.20162,75.3624,344.42,0.39,0.59,2025-11-03,849,N,VIIRS,n,2.0NRT,303.5,5.27,D
30.20205,75.72813,353.89,0.41,0.61,2025-11-03,849,N,VIIRS,n,2.0NRT,303.38,6.37,D
30.20411,75.72771,367,0.41,0.61,2025-11-03,849,N,VIIRS,h,2.0NRT,304.41,11.55,D
30.20456,75.56618,344.3,0.4,0.6,2025-11-03,849,N,VIIRS,n,2.0NRT,302.15,6.71,D
30.20485,75.57047,348.04,0.4,0.6,2025-11-03,849,N,VIIRS,n,2.0NRT,301.96,9.27,D
30.23806,75.64138,350.62,0.41,0.6,2025-11-03,849,N,VIIRS,n,2.0NRT,303.03,6.72,D
30.23836,75.64572,339.04,0.41,0.6,2025-11-03,849,N,VIIRS,n,2.0NRT,300.72,8.39,D
30.2466,75.07082,336.32,0.38,0.58,2025-11-03,849,N,VIIRS,n,2.0NRT,301.66,2.44,D
30.25388,73.33099,334.71,0.59,0.53,2025-11-03,849,N,VIIRS,n,2.0NRT,303.26,4.78,D
30.25586,75.81655,367,0.42,0.61,2025-11-03,849,N,VIIRS,h,2.0NRT,304.31,12.31,D
30.26348,75.92863,343.77,0.42,0.61,2025-11-03,849,N,VIIRS,n,2.0NRT,304.95,4.37,D
30.29478,75.88071,337.97,0.42,0.61,2025-11-03,849,N,VIIRS,n,2.0NRT,303.12,3.27,D
30.29621,75.87933,330.26,0.42,0.61,2025-11-03,849,N,VIIRS,l,2.0NRT,302.21,2.92,D
30.30966,73.40121,356.35,0.6,0.53,2025-11-03,849,N,VIIRS,n,2.0NRT,304.96,15.91,D
30.31095,73.39963,341.81,0.6,0.53,2025-11-03,849,N,VIIRS,n,2.0NRT,304.7,9.51,D
30.32784,73.42342,335.4,0.6,0.53,2025-11-03,849,N,VIIRS,n,2.0NRT,302.59,4.27,D
30.3537,75.70901,337.51,0.41,0.61,2025-11-03,849,N,VIIRS,n,2.0NRT,302.68,2.91,D
30.40381,75.77145,355.98,0.42,0.61,2025-11-03,849,N,VIIRS,n,2.0NRT,303.36,6.33,D
30.40412,75.77588,336,0.42,0.61,2025-11-03,849,N,VIIRS,n,2.0NRT,301.9,6.63,D
30.4052,75.77141,367,0.42,0.61,2025-11-03,849,N,VIIRS,h,2.0NRT,304.76,11.03,D
30.40549,75.77586,337.45,0.42,0.61,2025-11-03,849,N,VIIRS,n,2.0NRT,301.15,10.62,D
30.4095,75.77095,346.58,0.42,0.61,2025-11-03,849,N,VIIRS,n,2.0NRT,301.95,4.46,D
30.42416,74.38432,340.05,0.34,0.56,2025-11-03,849,N,VIIRS,n,2.0NRT,302.28,2.55,D
30.42868,76.30238,341.59,0.45,0.63,2025-11-03,849,N,VIIRS,n,2.0NRT,303.28,6.1,D
30.4326,76.30276,349.61,0.45,0.63,2025-11-03,849,N,VIIRS,n,2.0NRT,303.19,6.1,D
30.43304,74.50236,353.82,0.35,0.57,2025-11-03,849,N,VIIRS,n,2.0NRT,303.05,14.57,D
30.43332,74.50608,367,0.35,0.57,2025-11-03,849,N,VIIRS,h,2.0NRT,301.85,17.38,D
30.47663,74.1187,347.23,0.33,0.55,2025-11-03,849,N,VIIRS,n,2.0NRT,304.47,10.8,D
30.47692,74.12222,367,0.33,0.55,2025-11-03,849,N,VIIRS,h,2.0NRT,312.73,24.33,D
30.48033,75.6983,330.09,0.41,0.61,2025-11-03,849,N,VIIRS,n,2.0NRT,302.33,2.14,D
30.50348,75.09347,340.93,0.38,0.59,2025-11-03,849,N,VIIRS,n,2.0NRT,304.35,3.77,D
30.51579,75.03548,351.95,0.38,0.59,2025-11-03,849,N,VIIRS,n,2.0NRT,303.94,5.74,D
30.51609,75.0395,347.72,0.38,0.59,2025-11-03,849,N,VIIRS,n,2.0NRT,302.81,5.74,D
30.52667,74.21242,367,0.34,0.56,2025-11-03,849,N,VIIRS,h,2.0NRT,306.01,7.68,D
30.56311,74.14404,352.47,0.33,0.56,2025-11-03,849,N,VIIRS,n,2.0NRT,305.85,5.19,D
30.5634,74.1476,354.26,0.33,0.56,2025-11-03,849,N,VIIRS,n,2.0NRT,305.18,6.96,D
30.56829,74.14352,347.57,0.33,0.56,2025-11-03,849,N,VIIRS,n,2.0NRT,302.52,6.38,D
30.56858,74.14708,367,0.33,0.56,2025-11-03,849,N,VIIRS,h,2.0NRT,303.63,9.77,D
30.58063,75.39072,367,0.4,0.6,2025-11-03,849,N,VIIRS,h,2.0NRT,305.09,8.22,D
30.58428,75.39005,367,0.4,0.6,2025-11-03,849,N,VIIRS,h,2.0NRT,305.27,7.55,D
30.59052,75.5274,349.51,0.4,0.6,2025-11-03,849,N,VIIRS,n,2.0NRT,304.86,5.91,D
30.59076,75.61037,335.21,0.41,0.61,2025-11-03,849,N,VIIRS,n,2.0NRT,301.24,2.51,D
30.59306,75.61008,340.87,0.41,0.61,2025-11-03,849,N,VIIRS,n,2.0NRT,302.11,3.77,D
30.59333,75.52697,346.49,0.4,0.6,2025-11-03,849,N,VIIRS,n,2.0NRT,305.02,4.95,D
30.59459,75.37637,340.07,0.4,0.6,2025-11-03,849,N,VIIRS,n,2.0NRT,303.07,3.12,D
30.60243,75.85975,336.17,0.42,0.61,2025-11-03,849,N,VIIRS,n,2.0NRT,302.47,2.76,D
30.60316,75.85985,335.58,0.42,0.61,2025-11-03,849,N,VIIRS,n,2.0NRT,301.79,2.75,D
30.60873,75.02218,345.73,0.38,0.59,2025-11-03,849,N,VIIRS,n,2.0NRT,303.87,4.01,D
30.61378,75.7549,341.11,0.42,0.61,2025-11-03,849,N,VIIRS,n,2.0NRT,300.84,1.75,D
30.6181,75.75453,335.57,0.42,0.61,2025-11-03,849,N,VIIRS,n,2.0NRT,302.32,2.13,D
30.62452,75.40356,335.22,0.4,0.6,2025-11-03,849,N,VIIRS,n,2.0NRT,302.51,3.63,D
30.62725,74.35329,341.3,0.34,0.56,2025-11-03,849,N,VIIRS,n,2.0NRT,302.57,3.48,D
30.63324,75.0565,344.62,0.38,0.59,2025-11-03,849,N,VIIRS,n,2.0NRT,302.23,3.53,D
30.6366,75.75301,341.9,0.42,0.61,2025-11-03,849,N,VIIRS,n,2.0NRT,302.38,4.24,D
30.69811,74.31313,367,0.34,0.56,2025-11-03,849,N,VIIRS,h,2.0NRT,309.4,14.21,D
30.70795,73.96564,353.99,0.33,0.55,2025-11-03,849,N,VIIRS,n,2.0NRT,304.43,5.81,D
30.71978,73.91892,367,0.32,0.55,2025-11-03,849,N,VIIRS,h,2.0NRT,308.03,10.79,D
30.72668,74.33984,352.23,0.34,0.56,2025-11-03,849,N,VIIRS,n,2.0NRT,305.06,4.07,D
30.73112,74.33805,367,0.34,0.56,2025-11-03,849,N,VIIRS,h,2.0NRT,305.87,9.72,D
30.7718,75.95046,353.25,0.43,0.62,2025-11-03,849,N,VIIRS,n,2.0NRT,301.05,8.58,D
30.80433,75.12892,349.42,0.38,0.59,2025-11-03,849,N,VIIRS,n,2.0NRT,302.59,3.65,D
30.81446,74.96033,367,0.38,0.58,2025-11-03,849,N,VIIRS,h,2.0NRT,306.55,8.8,D
30.81991,74.95985,367,0.38,0.58,2025-11-03,849,N,VIIRS,h,2.0NRT,301.93,7.4,D
30.87202,74.45456,367,0.35,0.57,2025-11-03,849,N,VIIRS,h,2.0NRT,304.54,5.94,D
30.88696,74.80549,341.8,0.37,0.58,2025-11-03,849,N,VIIRS,n,2.0NRT,303.37,3.01,D
