latitude,longitude,fire_date,confidence,frp,satellite,instrument,daynight,dnbr,severity
31.80481,74.00313,2025-11-01,70,2.71,N,VIIRS,D,0.3072842369249532,Moderate
31.80665,73.26636,2025-11-01,70,5.53,N,VIIRS,D,0.1640105176809766,Low
31.80989,73.55309,2025-11-01,70,8.12,N,VIIRS,D,0.41992578836985317,Moderate
31.81279,74.86418,2025-11-01,70,5.48,N,VIIRS,D,0.20932779488368444,Low
31.82467,74.01888,2025-11-01,70,5.35,N,VIIRS,D,0.44088288338899845,High
31.82781,73.21905,2025-11-01,70,3.09,N,VIIRS,D,0.302566159674956,Moderate
31.83001,73.37975,2025-11-01,70,5.95,N,VIIRS,D,0.2885581280036226,Moderate
31.83139,73.21732,2025-11-01,70,3.3,N,VIIRS,D,0.3271106139786345,Moderate
31.83536,74.96126,2025-11-01,70,2.87,N,VIIRS,D,0.17653686293093832,Low
31.83817,73.37744,2025-11-01,70,3.46,N,VIIRS,D,0.445263335913372,High
31.83886,73.31748,2025-11-01,70,5.11,N,VIIRS,D,0.47756601469370613,High
31.84044,74.62709,2025-11-01,70,2.93,N,VIIRS,D,0.07291622536489582,Unburned / Recovered
31.8449,73.28337,2025-11-01,70,15.59,N,VIIRS,D,0.6307213946796664,High
31.84513,73.51627,2025-11-01,70,2.76,N,VIIRS,D,0.4036119559361962,Moderate
31.84579,73.28775,2025-11-01,70,40.06,N,VIIRS,D,0.6125785289541205,High
31.84583,73.28376,2025-11-01,70,39.47,N,VIIRS,D,0.6495703638639585,High
31.84675,73.28812,2025-11-01,70,22.43,N,VIIRS,D,0.6108215208557805,High
31.84704,74.70181,2025-11-01,70,4.52,N,VIIRS,D,0.1916634239962347,Low
31.84893,73.95271,2025-11-01,70,3.76,N,VIIRS,D,0.22908969764068968,Low
31.849,73.2822,2025-11-01,70,15.59,N,VIIRS,D,0.5725555526167854,High
31.85216,74.40113,2025-11-01,70,12.72,N,VIIRS,D,0.22053436393205136,Low
31.85317,74.40211,2025-11-01,70,11.37,N,VIIRS,D,0.23679906462671876,Low
31.85516,73.41835,2025-11-01,70,1.98,N,VIIRS,D,0.43542462368997314,Moderate
31.86681,74.90492,2025-11-01,70,3.62,N,VIIRS,D,0.32698281842345944,Moderate
31.86741,73.47845,2025-11-01,70,4.07,N,VIIRS,D,0.331488994043739,Moderate
31.86772,77.51649,2025-11-01,70,7.64,N,VIIRS,D,0.07308913257169355,Unburned / Recovered
31.86774,73.34669,2025-11-01,70,2.57,N,VIIRS,D,0.36492971321338885,Moderate
31.8712,77.51631,2025-11-01,70,5.96,N,VIIRS,D,0.07419879140165797,Unburned / Recovered
31.883,74.10289,2025-11-01,70,4.65,N,VIIRS,D,0.14132641706986146,Low
31.88306,73.88807,2025-11-01,70,3.5,N,VIIRS,D,0.3488925192731049,Moderate
31.88916,73.95905,2025-11-01,70,1.9,N,VIIRS,D,0.1608952098009904,Low
31.8926,73.79044,2025-11-01,70,3.15,N,VIIRS,D,0.5773952640031965,High
31.89301,74.29864,2025-11-01,70,3.41,N,VIIRS,D,0.11279680114067411,Low
31.89445,73.82026,2025-11-01,70,1.61,N,VIIRS,D,0.3089238168034326,Moderate
31.89673,74.56316,2025-11-01,70,3.42,N,VIIRS,D,0.16286466889657836,Low
31.89982,73.61714,2025-11-01,70,6.45,N,VIIRS,D,0.5897873141999004,High
31.91632,73.866,2025-11-01,70,3.52,N,VIIRS,D,0.3760763422380805,Moderate
31.92104,73.24849,2025-11-01,70,8.79,N,VIIRS,D,0.5208522710832877,High
31.92153,73.70378,2025-11-01,70,3.77,N,VIIRS,D,0.44083838816350635,High
31.92194,73.25288,2025-11-01,70,8.79,N,VIIRS,D,0.46603253838905717,High
31.92497,74.68536,2025-11-01,70,4.74,N,VIIRS,D,0.08413667264371295,Unburned / Recovered
31.92607,74.69092,2025-11-01,70,4.81,N,VIIRS,D,0.10430127816210534,Low
31.9286,73.92688,2025-11-01,70,4.9,N,VIIRS,D,0.21299510683734332,Low
31.93158,75.55267,2025-11-01,70,4.78,N,VIIRS,D,0.1849561426221576,Low
31.93374,73.58128,2025-11-01,70,4.48,N,VIIRS,D,0.27280529415219973,Moderate
31.93524,75.55172,2025-11-01,70,8.85,N,VIIRS,D,0.17156460276061214,Low
31.93803,73.91145,2025-11-01,70,6.43,N,VIIRS,D,0.4302313041993448,Moderate
31.94312,73.24309,2025-11-01,70,6.25,N,VIIRS,D,0.27250561497021036,Moderate
31.94863,73.48758,2025-11-01,70,10.19,N,VIIRS,D,0.5635301711940391,High
31.95215,74.78285,2025-11-01,70,5.02,N,VIIRS,D,0.18718093617659373,Low
