latitude,longitude,fire_date,confidence,frp,satellite,instrument,daynight,dnbr,severity
31.64109,74.5505,2025-11-06,70,2.41,N,VIIRS,D,0.1704906319355582,Low
31.6458,73.48678,2025-11-06,70,8.04,N,VIIRS,D,0.061556795930921816,Unburned / Recovered
31.64718,73.63786,2025-11-06,70,3.75,N,VIIRS,D,0.23437888933057735,Low
31.65546,73.33929,2025-11-06,70,4.59,N,VIIRS,D,0.03604756831348074,Unburned / Recovered
31.66641,74.62215,2025-11-06,70,6.73,N,VIIRS,D,0.1588526168281978,Low
31.67125,74.61367,2025-11-06,70,2.32,N,VIIRS,D,0.2243706489148582,Low
31.69742,73.861,2025-11-06,70,3.98,N,VIIRS,D,0.12431925880567408,Low
31.71997,73.05132,2025-11-06,70,2.73,N,VIIRS,D,-0.045343888308716794,Unburned / Recovered
31.72725,76.06145,2025-11-06,70,4.94,N,VIIRS,D,0.038867270523942926,Unburned / Recovered
31.73139,76.06499,2025-11-06,70,4.94,N,VIIRS,D,0.053936267731814126,Unburned / Recovered
31.73677,74.65978,2025-11-06,70,2.44,N,VIIRS,D,0.29750291314275834,Moderate
31.74661,73.50302,2025-11-06,70,5.38,N,VIIRS,D,0.15978495072928725,Low
31.74867,74.92875,2025-11-06,70,4.65,N,VIIRS,D,0.09035120728365413,Unburned / Recovered
31.78167,73.44608,2025-11-06,70,4.65,N,VIIRS,D,0.11600990868576266,Low
31.78244,73.44276,2025-11-06,70,3.92,N,VIIRS,D,0.11029388459807103,Low
31.79045,74.03825,2025-11-06,70,3.43,N,VIIRS,D,0.15906334867514735,Low
31.7912,73.67534,2025-11-06,70,9.54,N,VIIRS,D,0.1726825493328012,Low
31.80599,74.4838,2025-11-06,70,2.0,N,VIIRS,D,0.20162691775027586,Low
31.80958,74.48289,2025-11-06,70,2.78,N,VIIRS,D,0.15224359851166022,Low
31.82572,73.42882,2025-11-06,70,3.75,N,VIIRS,D,0.13160700194209649,Low
31.82852,73.12622,2025-11-06,70,8.93,N,VIIRS,D,0.009681294776171925,Unburned / Recovered
31.83142,73.12765,2025-11-06,70,5.22,N,VIIRS,D,0.009605153727009763,Unburned / Recovered
31.83527,74.03207,2025-11-06,70,0.94,N,VIIRS,D,0.11684332318482848,Low
31.839,73.23981,2025-11-06,70,4.47,N,VIIRS,D,0.15535734019992323,Low
31.84314,73.18876,2025-11-06,70,3.05,N,VIIRS,D,0.15356697719719598,Low
31.8442,73.1943,2025-11-06,70,4.78,N,VIIRS,D,0.1117682957396349,Low
31.84548,73.19171,2025-11-06,70,12.57,N,VIIRS,D,0.12434926353265359,Low
31.84845,74.65458,2025-11-06,70,9.56,N,VIIRS,D,0.2099932432049545,Low
31.85201,74.65369,2025-11-06,70,9.56,N,VIIRS,D,0.16738479958134048,Low
31.85202,73.42189,2025-11-06,70,2.99,N,VIIRS,D,0.10825580199019724,Low
31.85283,73.30187,2025-11-06,70,8.4,N,VIIRS,D,0.1519035700278604,Low
31.85468,73.29906,2025-11-06,70,4.88,N,VIIRS,D,0.14330860248673963,Low
31.87742,73.25272,2025-11-06,70,13.34,N,VIIRS,D,0.18921666446191354,Low
31.88136,74.54286,2025-11-06,70,7.52,N,VIIRS,D,0.2492647928639589,Low
31.88248,74.76046,2025-11-06,70,2.88,N,VIIRS,D,0.06448315859432999,Unburned / Recovered
31.88725,75.48138,2025-11-06,70,2.27,N,VIIRS,D,0.12862089614750324,Low
31.88849,74.48035,2025-11-06,70,6.94,N,VIIRS,D,0.29402245848498254,Moderate
31.88949,73.68008,2025-11-06,70,3.48,N,VIIRS,D,0.18428965784899995,Low
31.89121,73.66861,2025-11-06,70,5.37,N,VIIRS,D,0.1406785040043438,Low
31.89651,74.38145,2025-11-06,70,2.66,N,VIIRS,D,0.20012973929645583,Low
31.90243,73.93191,2025-11-06,70,3.22,N,VIIRS,D,0.1373002485447218,Low
31.90698,73.30238,2025-11-06,70,7.74,N,VIIRS,D,0.1573709242494625,Low
31.91241,73.59418,2025-11-06,70,1.26,N,VIIRS,D,0.16391012597212923,Low
31.91271,73.5966,2025-11-06,70,1.58,N,VIIRS,D,0.21863673185604482,Low
31.91505,73.07233,2025-11-06,70,1.69,N,VIIRS,D,0.04114395826478124,Unburned / Recovered
31.91585,73.63205,2025-11-06,70,1.84,N,VIIRS,D,0.09279959201934351,Unburned / Recovered
31.92063,74.55318,2025-11-06,70,3.12,N,VIIRS,D,0.3116164417040358,Moderate
31.92548,74.89726,2025-11-06,70,1.64,N,VIIRS,D,0.127703702941363,Low
31.93159,74.30573,2025-11-06,70,25.99,N,VIIRS,D,0.25225466082805886,Low
31.93207,74.61559,2025-11-06,70,3.24,N,VIIRS,D,0.32550168498821774,Moderate
