latitude,longitude,fire_date,confidence,frp,satellite,instrument,daynight,dnbr,severity
30.59277,75.71056,2025-11-07,70,2.87,N,VIIRS,D,0.4161314489400105,Moderate
30.59972,75.43362,2025-11-07,70,3.92,N,VIIRS,D,0.2221325416578824,Low
30.60179,74.44073,2025-11-07,70,5.04,N,VIIRS,D,0.31500687410978345,Moderate
30.61265,75.67271,2025-11-07,70,4.85,N,VIIRS,D,0.41582270210081923,Moderate
30.61287,75.38537,2025-11-07,70,3.41,N,VIIRS,D,0.22358288161723228,Low
30.61428,76.11,2025-11-07,70,3.36,N,VIIRS,D,0.22386910027618723,Low
30.61709,75.33939,2025-11-07,70,2.7,N,VIIRS,D,0.21884234044822817,Low
30.61794,75.71936,2025-11-07,70,2.1,N,VIIRS,D,0.36170984692271063,Moderate
30.61795,74.42321,2025-11-07,70,6.63,N,VIIRS,D,0.48262248456738926,High
30.62593,75.59589,2025-11-07,70,2.26,N,VIIRS,D,0.3369118393789384,Moderate
30.63636,74.97066,2025-11-07,70,11.63,N,VIIRS,D,0.4883746361295582,High
30.63759,74.97619,2025-11-07,70,23.46,N,VIIRS,D,0.46295776606455386,High
30.63902,74.64806,2025-11-07,70,1.73,N,VIIRS,D,0.10633654835610368,Low
30.66825,74.49022,2025-11-07,70,10.13,N,VIIRS,D,0.40614955055928287,Moderate
30.6708,74.97226,2025-11-07,70,8.17,N,VIIRS,D,0.5279837353458182,High
30.6713,74.32858,2025-11-07,70,23.13,N,VIIRS,D,0.48387137936606084,High
30.67136,74.32411,2025-11-07,70,11.68,N,VIIRS,D,0.5292919307973426,High
30.6727,74.33013,2025-11-07,70,16.11,N,VIIRS,D,0.469632310329725,High
30.6928,75.01566,2025-11-07,70,4.43,N,VIIRS,D,0.5107995496020953,High
30.7008,75.10908,2025-11-07,70,3.01,N,VIIRS,D,0.48749560174468637,High
30.70485,74.98285,2025-11-07,70,7.41,N,VIIRS,D,0.6564441268293739,High
30.70638,74.97935,2025-11-07,70,9.75,N,VIIRS,D,0.6093626239492903,High
30.70652,75.11317,2025-11-07,70,3.01,N,VIIRS,D,0.43553710204899937,Moderate
30.70735,76.54571,2025-11-07,70,4.53,N,VIIRS,D,0.27663955647572486,Moderate
30.70769,76.54433,2025-11-07,70,4.5,N,VIIRS,D,0.2842416940751596,Moderate
30.70779,75.27248,2025-11-07,70,1.22,N,VIIRS,D,0.3354667656278001,Moderate
30.72138,76.46509,2025-11-07,70,5.46,N,VIIRS,D,0.16772832360349402,Low
30.76456,75.55456,2025-11-07,70,7.05,N,VIIRS,D,0.29006967822376484,Moderate
30.78663,75.43893,2025-11-07,70,4.86,N,VIIRS,D,0.4719181893974647,High
30.78684,75.43575,2025-11-07,70,3.83,N,VIIRS,D,0.49721085084256633,High
30.81596,75.68468,2025-11-07,70,6.24,N,VIIRS,D,0.3104670301774449,Moderate
30.81894,73.2312,2025-11-07,70,2.31,N,VIIRS,D,0.036439025117397536,Unburned / Recovered
30.83902,75.19717,2025-11-07,70,4.61,N,VIIRS,D,0.4777554978962968,High
30.84822,74.55627,2025-11-07,70,10.78,N,VIIRS,D,0.39089097403653683,Moderate
30.85568,75.4268,2025-11-07,70,5.76,N,VIIRS,D,0.45818854613377974,High
30.95096,74.81634,2025-11-07,70,3.2,N,VIIRS,D,0.4691538702508886,High
30.95555,75.46602,2025-11-07,70,2.71,N,VIIRS,D,0.3208498415644895,Moderate
30.96211,75.0412,2025-11-07,70,14.51,N,VIIRS,D,0.3800455425273187,Moderate
30.96605,74.71965,2025-11-07,70,5.3,N,VIIRS,D,0.44027527731658767,High
30.96987,75.44548,2025-11-07,70,6.98,N,VIIRS,D,0.18496263025431028,Low
30.9717,75.08434,2025-11-07,70,9.15,N,VIIRS,D,0.43129304132686735,Moderate
30.98779,75.00475,2025-11-07,70,8.78,N,VIIRS,D,0.38621333016517756,Moderate
31.00587,74.7438,2025-11-07,70,3.0,N,VIIRS,D,0.23688500026130305,Low
31.00954,75.54237,2025-11-07,70,1.62,N,VIIRS,D,0.23409777883429123,Low
31.01497,75.56764,2025-11-07,70,9.12,N,VIIRS,D,0.2928480176798053,Moderate
31.02178,75.96246,2025-11-07,70,4.05,N,VIIRS,D,0.1936129297468448,Low
31.04882,74.13824,2025-11-07,70,4.77,N,VIIRS,D,0.18326562902455576,Low
31.11503,74.69807,2025-11-07,70,5.4,N,VIIRS,D,0.1083002253537161,Low
31.12936,73.41644,2025-11-07,70,1.31,N,VIIRS,D,0.39972166890931593,Moderate
31.19623,75.60487,2025-11-07,70,5.05,N,VIIRS,D,0.4154270453914233,Moderate
