latitude,longitude,fire_date,confidence,frp,satellite,instrument,daynight,dnbr,severity
31.12063,74.76987,2025-11-06,70,8.75,N,VIIRS,D,0.24822932452589433,Low
31.18214,75.52003,2025-11-06,70,2.71,N,VIIRS,D,0.3724469659375825,Moderate
31.18395,75.69977,2025-11-06,70,2.91,N,VIIRS,D,0.33250367607335435,Moderate
31.18727,73.54163,2025-11-06,70,5.68,N,VIIRS,D,0.3817923207640761,Moderate
31.18768,75.22446,2025-11-06,70,2.79,N,VIIRS,D,-0.0016151472857898967,Unburned / Recovered
31.19626,73.56769,2025-11-06,70,4.5,N,VIIRS,D,0.40739674209285714,Moderate
31.21542,73.52292,2025-11-06,70,3.59,N,VIIRS,D,0.45873512650301584,High
31.21948,74.36658,2025-11-06,70,2.05,N,VIIRS,D,0.3301954258798162,Moderate
31.24711,74.71747,2025-11-06,70,3.0,N,VIIRS,D,0.33558934853119826,Moderate
31.2516,73.57349,2025-11-06,70,6.04,N,VIIRS,D,0.5767448984252505,High
31.25699,74.66972,2025-11-06,70,7.09,N,VIIRS,D,0.2810262501139375,Moderate
31.27297,74.75619,2025-11-06,70,4.22,N,VIIRS,D,0.358761751351828,Moderate
31.27654,74.75531,2025-11-06,70,14.31,N,VIIRS,D,0.304703390341001,Moderate
31.28097,73.84698,2025-11-06,70,1.99,N,VIIRS,D,0.45435762174339506,High
31.30956,74.75216,2025-11-06,70,2.42,N,VIIRS,D,0.28224725332829353,Moderate
31.31433,73.59109,2025-11-06,70,9.45,N,VIIRS,D,0.3457530981570308,Moderate
31.33897,75.03613,2025-11-06,70,2.11,N,VIIRS,D,0.1527272944849251,Low
31.3403,74.8392,2025-11-06,70,2.69,N,VIIRS,D,0.2715474871355779,Moderate
31.35985,74.47401,2025-11-06,70,4.27,N,VIIRS,D,0.04460505958259358,Unburned / Recovered
31.36782,73.78902,2025-11-06,70,4.95,N,VIIRS,D,0.39745436134667333,Moderate
31.38121,73.81856,2025-11-06,70,4.97,N,VIIRS,D,0.3953424183621537,Moderate
31.38531,73.59815,2025-11-06,70,4.33,N,VIIRS,D,0.38127733889203164,Moderate
31.39233,74.88083,2025-11-06,70,4.34,N,VIIRS,D,0.24753237979474316,Low
31.39581,74.60777,2025-11-06,70,1.87,N,VIIRS,D,0.2682675623934401,Low
31.41549,74.85796,2025-11-06,70,1.82,N,VIIRS,D,0.33888775884722044,Moderate
31.42146,73.80544,2025-11-06,70,14.03,N,VIIRS,D,0.4266376701804529,Moderate
31.43356,74.79403,2025-11-06,70,1.97,N,VIIRS,D,0.2619332496513579,Low
31.43617,73.65775,2025-11-06,70,5.29,N,VIIRS,D,0.2344499500906673,Low
31.45263,73.7644,2025-11-06,70,4.81,N,VIIRS,D,0.16471629320366,Low
31.49156,73.66008,2025-11-06,70,3.61,N,VIIRS,D,0.2930456714444755,Moderate
31.49194,73.66322,2025-11-06,70,2.3,N,VIIRS,D,0.2639427644674239,Low
31.49303,74.82585,2025-11-06,70,3.4,N,VIIRS,D,0.3016296858796627,Moderate
31.49787,73.9004,2025-11-06,70,3.82,N,VIIRS,D,0.2853747350381376,Moderate
31.50108,74.80901,2025-11-06,70,2.74,N,VIIRS,D,0.2584131401039212,Low
31.50147,73.67187,2025-11-06,70,6.14,N,VIIRS,D,0.4337868662461672,Moderate
31.51407,74.87991,2025-11-06,70,2.11,N,VIIRS,D,0.21415734564765695,Low
31.51811,73.88434,2025-11-06,70,9.19,N,VIIRS,D,0.4235481663769468,Moderate
31.51942,73.80518,2025-11-06,70,2.56,N,VIIRS,D,0.28998652281220266,Moderate
31.52404,73.86948,2025-11-06,70,5.62,N,VIIRS,D,0.5373939879679346,High
31.52619,74.92608,2025-11-06,70,4.17,N,VIIRS,D,0.21714669752293883,Low
31.52629,73.8659,2025-11-06,70,6.73,N,VIIRS,D,0.602056851045812,High
31.52716,74.91113,2025-11-06,70,2.59,N,VIIRS,D,0.28723572846447165,Moderate
31.52726,73.87109,2025-11-06,70,4.76,N,VIIRS,D,0.4994304022297163,High
31.52774,73.86855,2025-11-06,70,5.62,N,VIIRS,D,0.5518188291807341,High
31.5357,75.07957,2025-11-06,70,1.61,N,VIIRS,D,-0.04224443799632323,Unburned / Recovered
31.53699,75.08242,2025-11-06,70,1.73,N,VIIRS,D,-0.07308514626988283,Unburned / Recovered
31.54335,74.69391,2025-11-06,70,4.9,N,VIIRS,D,0.2238370231703015,Low
31.55828,75.00127,2025-11-06,70,5.0,N,VIIRS,D,0.03284754041362673,Unburned / Recovered
31.55912,75.00594,2025-11-06,70,5.0,N,VIIRS,D,0.005064475040386369,Unburned / Recovered
31.63988,73.41449,2025-11-06,70,5.04,N,VIIRS,D,0.20145114920193052,Low
