latitude,longitude,fire_date,confidence,frp,satellite,instrument,daynight,dnbr,severity
31.25523,76.0059,2025-11-01,70,2.76,N,VIIRS,D,0.18724355193408165,Low
31.25908,73.67789,2025-11-01,70,3.66,N,VIIRS,D,0.5412451370740664,High
31.25916,73.76289,2025-11-01,70,3.76,N,VIIRS,D,0.31750149093631547,Moderate
31.26146,75.55734,2025-11-01,70,2.99,N,VIIRS,D,0.130308629575954,Low
31.27684,73.74464,2025-11-01,70,2.06,N,VIIRS,D,0.43690860303809165,Moderate
31.27707,74.3392,2025-11-01,70,22.55,N,VIIRS,D,0.16337211740309396,Low
31.27978,73.80161,2025-11-01,70,5.81,N,VIIRS,D,0.34407454294921713,Moderate
31.28062,73.80579,2025-11-01,70,5.81,N,VIIRS,D,0.41988661258369525,Moderate
31.29988,74.7454,2025-11-01,70,2.51,N,VIIRS,D,0.18995669321658534,Low
31.30617,75.13383,2025-11-01,70,2.99,N,VIIRS,D,0.11244560384476682,Low
31.31362,74.91747,2025-11-01,70,7.58,N,VIIRS,D,0.2407761647717497,Low
31.31934,73.83538,2025-11-01,70,1.72,N,VIIRS,D,0.24685108786949186,Low
31.31946,75.01647,2025-11-01,70,3.83,N,VIIRS,D,0.09448050033645619,Unburned / Recovered
31.3196,73.85728,2025-11-01,70,12.68,N,VIIRS,D,0.4457033847769643,High
31.32045,73.86142,2025-11-01,70,52.67,N,VIIRS,D,0.42540756102175437,Moderate
31.3205,75.02193,2025-11-01,70,5.31,N,VIIRS,D,0.13384828988830136,Low
31.3216,75.01911,2025-11-01,70,8.57,N,VIIRS,D,0.1187532609333715,Low
31.32262,73.7059,2025-11-01,70,4.08,N,VIIRS,D,0.47497195299604,High
31.32447,73.86032,2025-11-01,100,52.67,N,VIIRS,D,0.49545323161334776,High
31.32533,73.86447,2025-11-01,70,52.67,N,VIIRS,D,0.36436956506983,Moderate
31.32667,73.70478,2025-11-01,70,4.08,N,VIIRS,D,0.40067849876181866,Moderate
31.32841,74.80859,2025-11-01,70,2.9,N,VIIRS,D,0.22247731033614404,Low
31.32974,74.46575,2025-11-01,70,4.96,N,VIIRS,D,0.34158003545541393,Moderate
31.33698,73.90062,2025-11-01,70,7.31,N,VIIRS,D,0.28621337093543087,Moderate
31.34055,73.85592,2025-11-01,70,2.02,N,VIIRS,D,0.411743461073146,Moderate
31.34081,73.73211,2025-11-01,70,3.34,N,VIIRS,D,0.3670938057591394,Moderate
31.35598,73.78562,2025-11-01,70,6.37,N,VIIRS,D,0.49858791798685553,High
31.37177,75.21549,2025-11-01,70,3.62,N,VIIRS,D,0.09622988279451077,Unburned / Recovered
31.38392,74.79848,2025-11-01,70,1.43,N,VIIRS,D,0.17513842660280227,Low
31.39734,75.22565,2025-11-01,70,3.34,N,VIIRS,D,0.13356667561648755,Low
31.40147,74.88721,2025-11-01,70,6.2,N,VIIRS,D,0.1843461038795542,Low
31.40392,74.88792,2025-11-01,70,18.43,N,VIIRS,D,0.17572298941009606,Low
31.40528,74.88622,2025-11-01,70,6.2,N,VIIRS,D,0.16571679375976484,Low
31.41112,73.85037,2025-11-01,70,10.17,N,VIIRS,D,0.22299204164898143,Low
31.41136,73.84962,2025-11-01,70,8.56,N,VIIRS,D,0.23925538386609208,Low
31.41219,73.85376,2025-11-01,70,12.91,N,VIIRS,D,0.2189268620502793,Low
31.41513,73.84927,2025-11-01,70,10.17,N,VIIRS,D,0.33649564980325625,Moderate
31.41538,73.84851,2025-11-01,70,8.56,N,VIIRS,D,0.3419289663810288,Moderate
31.42212,73.90341,2025-11-01,70,3.64,N,VIIRS,D,0.1763283581348132,Low
31.4222,73.90403,2025-11-01,70,3.43,N,VIIRS,D,0.18953562516432695,Low
31.42367,75.36299,2025-11-01,70,1.7,N,VIIRS,D,0.11578514774060278,Low
31.42591,74.90977,2025-11-01,70,2.92,N,VIIRS,D,0.16183972853852696,Low
31.42667,73.80222,2025-11-01,70,9.41,N,VIIRS,D,0.5534942794968022,High
31.42753,73.80639,2025-11-01,70,4.63,N,VIIRS,D,0.4994916242056074,High
31.42838,73.81055,2025-11-01,70,4.63,N,VIIRS,D,0.40439655177994005,Moderate
31.4324,73.80944,2025-11-01,70,4.63,N,VIIRS,D,0.4708220618545487,High
31.43518,75.17664,2025-11-01,70,5.14,N,VIIRS,D,0.06428708479315855,Unburned / Recovered
31.43637,75.4091,2025-11-01,70,6.63,N,VIIRS,D,0.19074795409419873,Low
31.443,73.81971,2025-11-01,70,6.14,N,VIIRS,D,0.4753098662501543,High
31.44847,75.18443,2025-11-01,70,11.2,N,VIIRS,D,0.10219212120872864,Low
