latitude,longitude,fire_date,confidence,frp,satellite,instrument,daynight,dnbr,severity
31.86279,74.38379,2025-11-03,70,5.43,N,VIIRS,D,0.2899259840015654,Moderate
31.86503,73.64751,2025-11-03,70,2.49,N,VIIRS,D,0.3079337918896749,Moderate
31.86715,73.23095,2025-11-03,70,29.06,N,VIIRS,D,0.49816743358006604,High
31.87212,73.23043,2025-11-03,70,29.06,N,VIIRS,D,0.5028529219203913,High
31.8901,74.11848,2025-11-03,70,4.38,N,VIIRS,D,0.070706242343978,Unburned / Recovered
31.892,73.22832,2025-11-03,70,9.91,N,VIIRS,D,0.43785904068063597,Moderate
31.89206,73.22794,2025-11-03,70,9.52,N,VIIRS,D,0.4487234592175822,High
31.89299,73.67619,2025-11-03,70,1.88,N,VIIRS,D,0.4443505064620609,High
31.89326,73.67968,2025-11-03,70,1.88,N,VIIRS,D,0.39468037325876404,Moderate
31.89809,73.67567,2025-11-03,70,1.88,N,VIIRS,D,0.6089861744864878,High
31.89812,74.08418,2025-11-03,70,3.9,N,VIIRS,D,0.18901040536927272,Low
31.90127,73.34702,2025-11-03,70,8.86,N,VIIRS,D,0.29680608466325503,Moderate
31.90198,73.34719,2025-11-03,70,6.74,N,VIIRS,D,0.2555435444708859,Low
31.91221,73.72363,2025-11-03,70,2.83,N,VIIRS,D,0.33926965145417115,Moderate
31.9237,73.31108,2025-11-03,70,9.2,N,VIIRS,D,0.4185421734186832,Moderate
31.92818,73.6656,2025-11-03,70,2.68,N,VIIRS,D,0.5176400673674716,High
31.93047,73.66545,2025-11-03,70,2.76,N,VIIRS,D,0.4612092289061325,High
31.93359,73.70744,2025-11-03,70,3.47,N,VIIRS,D,0.3978181437266945,Moderate
31.9356,73.95509,2025-11-03,70,3.89,N,VIIRS,D,0.19684505814412104,Low
31.93725,73.714,2025-11-03,100,11.34,N,VIIRS,D,0.47977020379739627,High
31.93924,73.71394,2025-11-03,100,5.54,N,VIIRS,D,0.47034027498506653,High
31.9395,73.71745,2025-11-03,70,5.54,N,VIIRS,D,0.4187840025023197,Moderate
31.94031,75.07076,2025-11-03,70,3.02,N,VIIRS,D,0.05659440046008224,Unburned / Recovered
31.95418,75.04034,2025-11-03,70,2.72,N,VIIRS,D,0.097683693975184,Unburned / Recovered
31.95593,73.72995,2025-11-03,70,2.6,N,VIIRS,D,0.4911019243408873,High
31.95783,73.90555,2025-11-03,70,2.06,N,VIIRS,D,0.46563539531357684,High
31.96746,73.35344,2025-11-03,70,5.4,N,VIIRS,D,0.4261166611590943,Moderate
31.96854,73.36682,2025-11-03,70,6.62,N,VIIRS,D,0.284603993725492,Moderate
31.98208,73.66721,2025-11-03,70,2.86,N,VIIRS,D,0.38524555730929694,Moderate
31.99764,73.35592,2025-11-03,70,1.89,N,VIIRS,D,0.36387289824632035,Moderate
31.99991,73.56744,2025-11-03,70,2.93,N,VIIRS,D,0.4504093834925869,High
29.33867,75.12782,2025-11-03,70,0.58,N,VIIRS,N,0.26691976247994775,Low
30.08902,77.08289,2025-11-03,70,0.68,N,VIIRS,N,0.043274440272989406,Unburned / Recovered
30.3438,74.69026,2025-11-03,70,0.34,N,VIIRS,N,0.47962493585672145,High
31.25756,76.92662,2025-11-03,70,0.52,N,VIIRS,N,0.04597018074630279,Unburned / Recovered
31.64258,74.15467,2025-11-03,70,0.51,N,VIIRS,N,0.08066955312799975,Unburned / Recovered
31.64294,73.48982,2025-11-03,70,0.65,N,VIIRS,N,0.44683026463591663,High
28.451,76.7589,2025-11-04,70,5.38,N,VIIRS,D,-0.07970320102294315,Unburned / Recovered
28.79304,76.58453,2025-11-04,70,3.79,N,VIIRS,D,0.1733508566942292,Low
28.84335,77.40873,2025-11-04,70,2.59,N,VIIRS,D,0.04732497137739522,Unburned / Recovered
29.03569,75.74174,2025-11-04,70,4.22,N,VIIRS,D,0.24083910361565827,Low
29.13798,76.57457,2025-11-04,70,2.88,N,VIIRS,D,0.13265107332595905,Low
29.13725,76.57297,2025-11-04,70,3.77,N,VIIRS,D,0.12213780505685656,Low
29.15862,75.92808,2025-11-04,70,4.82,N,VIIRS,D,0.2384444472446567,Low
29.17305,76.52902,2025-11-04,70,2.32,N,VIIRS,D,0.3808466739384315,Moderate
29.21799,73.54263,2025-11-04,70,2.29,N,VIIRS,D,0.24883514942021426,Low
29.23412,73.53746,2025-11-04,70,12.08,N,VIIRS,D,0.456244808977449,High
29.24676,75.39188,2025-11-04,70,2.58,N,VIIRS,D,0.23397846256107743,Low
29.37261,73.7364,2025-11-04,70,2.37,N,VIIRS,D,0.28023399262038395,Moderate
29.39025,73.95149,2025-11-04,70,33.16,N,VIIRS,D,0.1981560877294184,Low
