latitude,longitude,fire_date,confidence,frp,satellite,instrument,daynight,dnbr,severity
31.48084,74.81053,2025-11-04,70,10.44,N,VIIRS,D,0.25429841037699946,Low
31.48122,73.88869,2025-11-04,70,6.28,N,VIIRS,D,0.40621549557206554,Moderate
31.4872,75.35477,2025-11-04,70,3.47,N,VIIRS,D,0.16348728748735233,Low
31.51112,74.75141,2025-11-04,70,2.74,N,VIIRS,D,0.3820296764815033,Moderate
31.52254,73.45811,2025-11-04,70,6.83,N,VIIRS,D,0.0429209760990394,Unburned / Recovered
31.52577,73.86227,2025-11-04,70,2.09,N,VIIRS,D,0.4620120687297579,High
31.52956,73.89628,2025-11-04,70,3.7,N,VIIRS,D,0.43823893611841025,Moderate
31.53164,75.53918,2025-11-04,70,6.73,N,VIIRS,D,0.16737208067820086,Low
31.53696,73.75194,2025-11-04,70,15.24,N,VIIRS,D,0.5610291735523225,High
31.54772,73.88194,2025-11-04,70,13.9,N,VIIRS,D,0.4184078038624697,Moderate
31.55368,73.72663,2025-11-04,70,3.81,N,VIIRS,D,0.18740647938254154,Low
31.55432,73.73221,2025-11-04,70,6.88,N,VIIRS,D,0.21285206148195818,Low
31.56006,74.70612,2025-11-04,70,2.43,N,VIIRS,D,0.1849657192627337,Low
31.56524,73.79314,2025-11-04,70,4.64,N,VIIRS,D,0.4565131134035213,High
31.58095,75.51377,2025-11-04,70,3.74,N,VIIRS,D,0.12049207308711787,Low
31.58408,75.51489,2025-11-04,70,10.67,N,VIIRS,D,0.1265353693433864,Low
31.58522,75.51321,2025-11-04,70,4.12,N,VIIRS,D,0.11478328308672095,Low
31.59523,73.52723,2025-11-04,70,4.57,N,VIIRS,D,0.2311714678946308,Low
31.60716,73.59783,2025-11-04,70,3.39,N,VIIRS,D,0.26618422519184803,Low
31.61586,73.95854,2025-11-04,70,5.4,N,VIIRS,D,0.14097284230920085,Low
31.61879,73.49578,2025-11-04,70,3.26,N,VIIRS,D,0.2714220389999725,Moderate
31.66408,74.72129,2025-11-04,70,2.27,N,VIIRS,D,0.20367943239651992,Low
31.66715,73.57725,2025-11-04,70,8.38,N,VIIRS,D,0.33017684421630056,Moderate
31.6778,73.46988,2025-11-04,70,2.7,N,VIIRS,D,0.2130020933131266,Low
31.6798,73.46784,2025-11-04,70,4.0,N,VIIRS,D,0.22187713193787847,Low
31.7005,74.56389,2025-11-04,70,5.03,N,VIIRS,D,0.21138402368009823,Low
31.70084,74.56437,2025-11-04,70,5.03,N,VIIRS,D,0.21302364151672548,Low
31.74291,74.65101,2025-11-04,70,3.15,N,VIIRS,D,0.17781624579162877,Low
31.75069,74.56972,2025-11-04,70,2.51,N,VIIRS,D,0.17647373917535317,Low
31.75515,74.61116,2025-11-04,70,1.72,N,VIIRS,D,0.21310989850718515,Low
31.75921,74.61059,2025-11-04,70,1.95,N,VIIRS,D,0.2277475901588145,Low
31.76027,73.36148,2025-11-04,70,2.77,N,VIIRS,D,0.23563244034116682,Low
31.76058,74.58511,2025-11-04,70,1.45,N,VIIRS,D,0.2436256237969028,Low
31.76687,74.60528,2025-11-04,70,6.4,N,VIIRS,D,0.18775684879107038,Low
31.77633,73.49706,2025-11-04,70,4.06,N,VIIRS,D,0.4522117078003126,High
31.77811,73.12337,2025-11-04,70,2.96,N,VIIRS,D,0.1527588468825932,Low
31.78116,73.37464,2025-11-04,70,2.65,N,VIIRS,D,0.3149907591519371,Moderate
31.78389,73.37195,2025-11-04,70,5.08,N,VIIRS,D,0.3375722901783965,Moderate
31.78574,73.38816,2025-11-04,70,9.73,N,VIIRS,D,0.4556636202118497,High
31.78689,73.39024,2025-11-04,70,6.9,N,VIIRS,D,0.43169417348378597,Moderate
31.7905,75.27525,2025-11-04,70,3.27,N,VIIRS,D,0.11324457336634394,Low
31.79234,73.24496,2025-11-04,70,8.54,N,VIIRS,D,0.2606468001685655,Low
31.79245,73.14786,2025-11-04,70,6.06,N,VIIRS,D,0.2815338382602274,Moderate
31.79889,73.62256,2025-11-04,70,4.22,N,VIIRS,D,0.4384795758004703,Moderate
31.80163,75.58636,2025-11-04,70,3.22,N,VIIRS,D,0.04143961985145733,Unburned / Recovered
31.802,74.58754,2025-11-04,70,1.7,N,VIIRS,D,0.16929415001369638,Low
31.80354,75.58304,2025-11-04,70,2.93,N,VIIRS,D,0.05305141973756204,Unburned / Recovered
31.80794,74.33947,2025-11-04,70,3.27,N,VIIRS,D,0.1315045327825011,Low
31.80928,73.25854,2025-11-04,70,5.26,N,VIIRS,D,0.32387091266469287,Moderate
31.81158,74.07878,2025-11-04,70,21.09,N,VIIRS,D,0.13243700195172897,Low
