latitude,longitude,fire_date,confidence,frp,satellite,instrument,daynight,dnbr,severity
31.94395,73.4876,2025-11-09,70,9.44,N,VIIRS,D,0.11089198041639313,Low
31.94685,73.81326,2025-11-09,70,3.29,N,VIIRS,D,0.11478842664025497,Low
31.94716,74.01149,2025-11-09,70,5.41,N,VIIRS,D,0.0956079318429716,Unburned / Recovered
31.94779,73.36211,2025-11-09,70,3.12,N,VIIRS,D,0.09652266163609949,Unburned / Recovered
31.94828,73.28714,2025-11-09,70,2.43,N,VIIRS,D,0.10892291353811655,Low
31.94841,74.00771,2025-11-09,70,3.12,N,VIIRS,D,0.14356133416367622,Low
31.94887,74.01246,2025-11-09,70,3.89,N,VIIRS,D,0.05913641466473923,Unburned / Recovered
31.95109,74.49714,2025-11-09,70,5.25,N,VIIRS,D,0.30919483979379625,Moderate
31.95135,73.08311,2025-11-09,70,4.3,N,VIIRS,D,0.05018864752443247,Unburned / Recovered
31.96098,74.94436,2025-11-09,70,2.79,N,VIIRS,D,0.08881035306053013,Unburned / Recovered
31.96294,73.26754,2025-11-09,70,2.79,N,VIIRS,D,0.07937453614172828,Unburned / Recovered
31.96663,73.30209,2025-11-09,70,3.69,N,VIIRS,D,0.13640420831753802,Low
31.97217,73.89468,2025-11-09,70,5.53,N,VIIRS,D,0.09414311351163045,Unburned / Recovered
31.97684,74.86661,2025-11-09,70,3.48,N,VIIRS,D,0.12250863426509949,Low
31.98574,73.60423,2025-11-09,70,3.38,N,VIIRS,D,0.05257780251123182,Unburned / Recovered
31.99217,74.47314,2025-11-09,70,2.81,N,VIIRS,D,0.1713759104217681,Low
31.99728,74.43166,2025-11-09,70,2.59,N,VIIRS,D,0.12889340041107356,Low
31.99774,75.04386,2025-11-09,70,4.3,N,VIIRS,D,0.13115605013305373,Low
28.07057,77.85693,2025-11-09,70,0.3,N,VIIRS,N,0.007938998780415537,Unburned / Recovered
28.34659,77.28126,2025-11-09,70,0.35,N,VIIRS,N,-0.09371214441328417,Unburned / Recovered
28.37082,77.26627,2025-11-09,70,0.34,N,VIIRS,N,-0.05830898097912911,Unburned / Recovered
28.66668,77.57261,2025-11-09,70,0.66,N,VIIRS,N,0.04433425474647141,Unburned / Recovered
28.82955,77.16286,2025-11-09,70,0.4,N,VIIRS,N,0.04960685590509496,Unburned / Recovered
29.30932,76.99442,2025-11-09,70,3.94,N,VIIRS,N,0.06823634250001079,Unburned / Recovered
29.60231,75.12312,2025-11-09,70,0.37,N,VIIRS,N,0.2186497224367247,Low
29.85591,76.60237,2025-11-09,70,1.15,N,VIIRS,N,0.04149522667803056,Unburned / Recovered
29.93754,74.77827,2025-11-09,70,0.72,N,VIIRS,N,0.13117989851124764,Low
29.95338,76.11323,2025-11-09,70,2.39,N,VIIRS,N,0.47221917788512646,High
29.99131,77.00945,2025-11-09,70,1.28,N,VIIRS,N,0.007371677879689831,Unburned / Recovered
30.52574,74.69949,2025-11-09,70,1.1,N,VIIRS,N,0.10582303919682522,Low
30.57882,74.2588,2025-11-09,70,0.49,N,VIIRS,N,0.2676692668134538,Low
30.5919,76.10279,2025-11-09,70,2.52,N,VIIRS,N,0.3385204280595245,Moderate
30.64708,74.00924,2025-11-09,70,0.61,N,VIIRS,N,-0.03754859050721344,Unburned / Recovered
30.93041,75.90546,2025-11-09,70,0.74,N,VIIRS,N,0.006052654371579653,Unburned / Recovered
30.9337,75.40225,2025-11-09,70,0.51,N,VIIRS,N,0.25293169676175187,Low
31.22738,74.43269,2025-11-09,70,0.51,N,VIIRS,N,-0.05306956218387148,Unburned / Recovered
31.37622,73.66938,2025-11-09,70,1.79,N,VIIRS,N,0.39734745498057317,Moderate
31.41204,76.83688,2025-11-09,70,0.41,N,VIIRS,N,0.04504615123837973,Unburned / Recovered
31.575,74.71228,2025-11-09,70,6.8,N,VIIRS,N,0.15336380191661442,Low
31.6116,74.40543,2025-11-09,70,0.73,N,VIIRS,N,0.02213363901842878,Unburned / Recovered
31.61687,74.37546,2025-11-09,70,0.67,N,VIIRS,N,-0.027826371226056787,Unburned / Recovered
31.64173,74.43497,2025-11-09,70,0.48,N,VIIRS,N,-0.06082140321049895,Unburned / Recovered
31.64324,74.4264,2025-11-09,70,0.37,N,VIIRS,N,-0.07607796871042621,Unburned / Recovered
31.67747,73.96703,2025-11-09,70,0.57,N,VIIRS,N,0.001610785783485534,Unburned / Recovered
31.916,73.32515,2025-11-09,70,0.64,N,VIIRS,N,0.05789700753192113,Unburned / Recovered
28.13491,73.5595,2025-11-10,70,1.74,N,VIIRS,D,0.06748932027884275,Unburned / Recovered
28.86557,77.4337,2025-11-10,70,5.54,N,VIIRS,D,-0.001605841480924603,Unburned / Recovered
28.95,77.33689,2025-11-10,70,7.46,N,VIIRS,D,0.07757501734080297,Unburned / Recovered
29.01791,76.56981,2025-11-10,70,2.85,N,VIIRS,D,0.41444882458455734,Moderate
29.03058,76.37474,2025-11-10,70,2.98,N,VIIRS,D,0.5582481315972252,High
