latitude,longitude,fire_date,confidence,frp,satellite,instrument,daynight,dnbr,severity
31.53954,73.57197,2025-11-05,70,3.28,N,VIIRS,D,0.1259862693565795,Low
31.54293,73.8121,2025-11-05,70,3.51,N,VIIRS,D,0.3254323664468063,Moderate
31.5453,73.81193,2025-11-05,70,3.16,N,VIIRS,D,0.31837888575621737,Moderate
31.54599,74.87213,2025-11-05,70,3.08,N,VIIRS,D,0.0999412033435362,Unburned / Recovered
31.54877,73.74467,2025-11-05,70,5.48,N,VIIRS,D,0.5843720199291511,High
31.55477,73.73927,2025-11-05,70,6.48,N,VIIRS,D,0.3954582662482935,Moderate
31.56443,73.64578,2025-11-05,70,1.9,N,VIIRS,D,0.33057144585623754,Moderate
31.56951,73.92767,2025-11-05,70,2.07,N,VIIRS,D,0.14866204406673791,Low
31.57286,74.74801,2025-11-05,70,2.76,N,VIIRS,D,0.2182641202750509,Low
31.58015,74.59497,2025-11-05,70,3.67,N,VIIRS,D,0.32596005948057516,Moderate
31.58511,73.89532,2025-11-05,70,1.68,N,VIIRS,D,0.24081631427625927,Low
31.59034,73.39545,2025-11-05,70,1.98,N,VIIRS,D,0.3632054749802846,Moderate
31.59339,73.34902,2025-11-05,70,1.96,N,VIIRS,D,0.24538237846501734,Low
31.59349,73.86029,2025-11-05,70,3.68,N,VIIRS,D,0.18349155992738073,Low
31.60024,73.39336,2025-11-05,70,2.14,N,VIIRS,D,0.352450304605373,Moderate
31.60149,73.40144,2025-11-05,70,8.39,N,VIIRS,D,0.3298951278058269,Moderate
31.60211,73.40546,2025-11-05,70,1.94,N,VIIRS,D,0.3512014792222575,Moderate
31.61045,73.76938,2025-11-05,70,4.12,N,VIIRS,D,0.43001125919453076,Moderate
31.61264,73.40741,2025-11-05,70,1.75,N,VIIRS,D,0.32088838379039053,Moderate
31.61508,73.35693,2025-11-05,70,2.5,N,VIIRS,D,0.3808179924798382,Moderate
31.62901,73.27068,2025-11-05,70,1.4,N,VIIRS,D,0.04169266326336361,Unburned / Recovered
31.62936,73.51627,2025-11-05,70,28.89,N,VIIRS,D,0.25350841997413376,Low
31.63252,74.60152,2025-11-05,70,2.1,N,VIIRS,D,0.2469039254968026,Low
31.63494,73.41938,2025-11-05,70,6.91,N,VIIRS,D,0.41122689587708716,Moderate
31.637,73.41061,2025-11-05,70,5.35,N,VIIRS,D,0.37033355820171254,Moderate
31.64278,73.49265,2025-11-05,70,8.39,N,VIIRS,D,0.38966434073343803,Moderate
31.65021,73.40784,2025-11-05,70,1.68,N,VIIRS,D,0.28432107965038766,Moderate
31.65992,73.49323,2025-11-05,70,1.95,N,VIIRS,D,0.3397375801068295,Moderate
31.66212,73.59684,2025-11-05,70,2.55,N,VIIRS,D,0.2980491338235313,Moderate
31.66542,73.59615,2025-11-05,70,2.55,N,VIIRS,D,0.34404052124939877,Moderate
31.67085,73.52008,2025-11-05,70,8.55,N,VIIRS,D,0.36523864022874064,Moderate
31.67371,74.1693,2025-11-05,70,1.71,N,VIIRS,D,0.07261028730710252,Unburned / Recovered
31.69284,74.50982,2025-11-05,70,4.12,N,VIIRS,D,0.21754381754519558,Low
31.69318,73.14115,2025-11-05,70,2.93,N,VIIRS,D,0.03571475763099835,Unburned / Recovered
31.69344,74.51392,2025-11-05,70,5.21,N,VIIRS,D,0.24734573708398766,Low
31.69618,74.50916,2025-11-05,70,7.95,N,VIIRS,D,0.21406368730316683,Low
31.69677,74.51326,2025-11-05,70,8.23,N,VIIRS,D,0.24173989074971233,Low
31.69935,73.43915,2025-11-05,70,30.02,N,VIIRS,D,0.43519162709220904,Moderate
31.70184,73.85938,2025-11-05,70,6.13,N,VIIRS,D,0.30802590947659775,Moderate
31.70327,73.44249,2025-11-05,70,13.03,N,VIIRS,D,0.36104359561207927,Moderate
31.70518,73.43885,2025-11-05,70,6.02,N,VIIRS,D,0.31866328822273926,Moderate
31.70635,74.65086,2025-11-05,70,1.97,N,VIIRS,D,0.2799160198229618,Moderate
31.72187,73.54784,2025-11-05,70,2.09,N,VIIRS,D,0.34297266863019255,Moderate
31.72517,73.54715,2025-11-05,70,2.09,N,VIIRS,D,0.3313895908201163,Moderate
31.72735,73.82494,2025-11-05,70,3.77,N,VIIRS,D,0.17085782659553408,Low
31.72932,73.39627,2025-11-05,70,3.56,N,VIIRS,D,0.34759432978292826,Moderate
31.73534,73.6524,2025-11-05,70,6.25,N,VIIRS,D,0.3864893243064047,Moderate
31.738,73.4528,2025-11-05,70,2.5,N,VIIRS,D,0.3933529791667706,Moderate
31.74016,74.18575,2025-11-05,70,3.97,N,VIIRS,D,0.2892883086669943,Moderate
31.74047,73.40225,2025-11-05,70,3.28,N,VIIRS,D,0.1733880340264455,Low
